State,District,Deposit_ID,Latitude,Longitude,Reserves_tonnes,Annual_Production_tonnes,Grade_pct,Host_Rock,Formation,Avg_Temperature_C,Annual_Precip_mm,Rainy_Days,Road_Accessibility,Distance_to_Port_km,Reserve_to_Production_ratio,Production_Gap_tonnes,Topo_Slope_deg,Soil_Type,Year,Year_Index,Synthetic
Odisha,Odisha,Odisha_Raygada,20.951383819385068,85.10945369593234,,74.19317564457968,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.955430325769026,1369.2053401362461,66.6833288688355,Moderate,280.0,,,20.301552306812905,Red lateritic and alluvial soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.728961142982996,75.69617951387033,,287076.6504163969,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.985443099410745,1145.5885604496734,67.70385519090449,Good,620.0,,,11.674301889926271,Deep black and red lateritic soil,2023-24,4,True
Telangana,Telangana,,18.035563362964194,79.03838140508905,,6054.727241897257,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,26.8566228750712,944.401897391764,52.18470807650892,Good,510.0,,,14.695573237143332,Red and black mixed soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.984352153812942,78.65661532579485,,34312.97670721789,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.716514564483113,1166.6185035470155,53.05233226028207,Good,790.0,,,14.960734307594464,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Sundargarh,20.941266861663816,85.01419242449542,,116629.89554699729,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.926423595046895,1426.5470509349984,70.96796458790305,Moderate,280.0,,,20.66435367423993,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.00782118831846,78.71925264991195,,43823.28009028899,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.09212515042137,1214.8159863650224,58.34758878733552,Good,790.0,,,14.64455841198398,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.98998465140107,78.6800464653526,,916731.4230540928,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.420093525003352,1155.7663143152126,54.76534479589745,Good,790.0,,,14.747272051143455,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Kendujhar,20.928207169489447,85.0989394205411,,573408.0181700003,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,27.117397627500623,1461.1439350543822,68.19861563257464,Moderate,280.0,,,19.74129409831427,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.92866776731174,78.64151799559927,,77075.05295088493,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.68679502229285,1103.9446089893954,57.06539045050654,Good,790.0,,,12.689703250234562,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.99240512269392,78.629222652153,,552.4951435823949,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.295231732286897,1138.8410955600793,58.34422863019287,Good,790.0,,,14.231282022743365,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.27391557510255,75.77040052279844,,10745.237834969508,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.311063279787106,1202.375981947452,63.31123612234276,Good,410.0,,,16.393376870254098,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.95856887322152,78.66632279482559,,1108083.9030482802,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.3268387103904,1176.8200802805727,58.357047902800055,Good,790.0,,,14.157232843436194,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.244164187542339,75.74309315156061,,3465.9683619421144,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.38197208174644,1137.190654332861,59.87105450774766,Good,410.0,,,15.383807260009306,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.955127600770457,78.660957897226,,775219.3852670009,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.65369913504467,1223.1177876700017,59.84421269984711,Good,790.0,,,12.373915511373484,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Alirajpur,22.995114328979106,78.69788050701706,,525.9901018536785,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.469872256269028,1175.8761672492474,53.87759415562224,Good,790.0,,,12.936440270565283,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.255259223506076,75.73202075025249,,2892.9630948815657,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.70675526307369,1113.8409431947364,60.83681213143679,Good,410.0,,,13.84397695745002,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.96819895754006,78.68166420073858,,30846.907441347408,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.774956588625365,1121.1368662862405,58.20587388751044,Good,790.0,,,13.445427594359552,Black cotton and red loamy soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.72028266181422,75.73429282831104,,301295.4480354227,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.935557222025448,1226.3878680686714,68.87091667191484,Good,620.0,,,12.147322330486471,Deep black and red lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,23.014413921370313,78.6442085309899,,1.7786458244033196,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.333328602126535,1046.052805864577,55.76790194888775,Good,790.0,,,15.190305703510118,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Ballari,15.315095916038308,75.6662041867823,,280668.82891887723,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.12747341430798,1115.594275294303,64.25798220192404,Good,410.0,,,17.02690574632062,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.95725631525923,78.62237257350623,,949185.2324240386,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.65634973341699,1123.5226774915807,53.56167773224791,Good,790.0,,,14.866225200858528,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.924609032639626,85.06643524636927,,99037.37125272641,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.588346841169074,1381.4824697550841,67.67613118723982,Moderate,280.0,,,21.604229104685015,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.901285752143288,78.62681356527729,,795837.4352842434,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.636871826941633,1168.866565205506,56.24064705830365,Good,790.0,,,12.772084449308156,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.90234406814631,78.63074147465451,,31775.623478660564,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.419744048509347,1129.4761646631475,57.49074201799066,Good,790.0,,,16.000963101590152,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.94995793440098,78.66347282637527,,864834.6264629572,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,24.97905619493464,1123.224833575972,56.42726772826965,Good,790.0,,,14.908062843517985,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.326835534993496,75.71035544218987,,9564.880319368916,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.542964284913044,1149.0017187409198,62.97018773699423,Good,410.0,,,15.763869908222015,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,23.041263467318835,78.60328575167914,,44354.29632084557,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.292655949260922,1197.479082844453,57.20938005977625,Good,790.0,,,13.764165756185818,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Davangere,15.32412500314159,75.69148202124788,,37853.90395315466,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.351278989663058,1083.137250853733,62.977337048934615,Good,410.0,,,16.217273158228625,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.942711317258777,78.62464872717261,,767626.812663133,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.298543534583793,1154.722138701928,57.39676232125288,Good,790.0,,,13.214023392068645,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.97691470548323,78.67258043749462,,1058851.208606945,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.48108115548278,1180.9318129387748,58.930340985457335,Good,790.0,,,14.545323261967061,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.946764891555183,78.674260392938,,2.0407054028229346,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,26.174953415527167,1161.2674557082225,56.096098040292986,Good,790.0,,,13.469178171870352,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,23.020951364574156,78.68192702286385,,773526.4074906756,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.367031898627207,1107.7196246461888,54.77813780956856,Good,790.0,,,15.122678254563738,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.979771911353186,78.65577667699583,,69341.62646135152,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.39643135953123,1237.4646303115087,60.18043761124356,Good,790.0,,,14.658797368366193,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Rayagada,20.956897194166643,85.09570804856952,,109.65544144725192,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.6051380489614,1479.5289097948341,68.42002729226479,Moderate,280.0,,,20.47660296732398,Red lateritic and alluvial soil,2022-23,3,True
Rajasthan,Rajasthan,Rajasthan_Banswara,27.004676677689847,74.2702298642752,,4775.696790022943,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,27.88933908973191,512.1827465599729,28.41082105392252,Moderate,980.0,,,17.565153378809768,Sandy desert and brown loam soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.954897771347017,78.69676219537993,,954451.6716023671,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.439811853720148,1191.890468836121,58.4736730618401,Good,790.0,,,13.603086158762208,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Kendujhar,20.92116242730757,85.04333402994605,,493604.4095552552,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.83101312212662,1464.950586759838,73.83288975347082,Moderate,280.0,,,20.922639722787853,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,23.004074691733162,78.60791180889397,,34267.28794060077,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.435789830876594,1191.9295456510124,54.75408590178574,Good,790.0,,,14.49792293426938,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.90099146715653,78.63279122547878,,946907.3191999344,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.60408784748021,1281.512051703528,56.01428046220888,Good,790.0,,,14.366451146571551,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Madhya_Pradesh,22.961039105392153,78.64998515670226,,1116324.5258827268,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.495501881309018,1105.9983883966777,57.759375161227965,Good,790.0,,,15.722359941995649,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.917123433375927,78.57779003750531,,71589.21638672819,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.331398495754243,1163.6814539852026,56.3156942185359,Good,790.0,,,14.530693938024733,Black cotton and red loamy soil,2022-23,3,True
Telangana,Telangana,,18.026159679757626,78.98269501362083,,6255.52759762898,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,26.98793379723788,931.8389673243798,52.10750512598101,Good,510.0,,,13.71386996329121,Red and black mixed soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.348382918359635,75.71008856851944,,9536.214960566107,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.85545681767491,1175.7145844134673,64.04481445072095,Good,410.0,,,14.84632508360024,Red sandy loam and lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.956974952524845,85.1312505580139,,86547.46767862907,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.668286390600013,1418.060767420024,71.2588080122044,Moderate,280.0,,,20.467819782909658,Red lateritic and alluvial soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.81323971424058,75.72416634922848,,251334.25964207217,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.818415679421317,1258.6435287041459,64.38371190625851,Good,620.0,,,12.870822770366638,Deep black and red lateritic soil,2022-23,3,True
Odisha,Odisha,Odisha_Raygada,21.007735274412518,85.05660851414464,,71.29891227301506,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.50211310910349,1413.7736605161504,68.97587716136175,Moderate,280.0,,,20.77187429236983,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Raygada,20.95964314482726,85.11807535755754,,74.44023580895451,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.773720062019258,1460.7278636086996,71.8224760891379,Moderate,280.0,,,20.39045493205388,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Katni,22.995605827277796,78.658668680116,,1.8746408637905336,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.47528434753666,1167.556523314477,58.54507961516552,Good,790.0,,,14.107534180053634,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.29634908885835,75.73079156076501,,3266.6201762482883,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.86761355293462,1162.747453077346,66.4130506142808,Good,410.0,,,15.971982215104257,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Chitradurga,15.28534777020428,75.69983901059426,,3059.322886627502,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.667686247893982,1163.978877712435,62.648178444640095,Good,410.0,,,18.337845119172165,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.96011325880644,78.76505940429116,,47180.81546669495,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.840690197267158,1199.5080481405976,56.81006937881466,Good,790.0,,,14.319094834023574,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.937124908284268,85.10359449902626,,109113.2184481805,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.270062029914033,1413.4863115415885,71.87313871171358,Moderate,280.0,,,19.30573623775193,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.997438371387997,78.6702012925239,,853223.2297080708,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.023549699849944,1194.8266029337917,57.44859461436319,Good,790.0,,,13.15325590711598,Black cotton and red loamy soil,2023-24,4,True
Odisha,Odisha,Odisha_Sundargarh,21.00374633394608,85.1238368616411,,115107.46940284257,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.417461474324767,1484.3823557361384,68.11209295055599,Moderate,280.0,,,19.256139072904364,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Kendujhar,20.92705299663302,85.0644672151047,,490327.9999811958,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.001770863631446,1513.2959796229793,68.52324683824578,Moderate,280.0,,,22.812649248238724,Red lateritic and alluvial soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.970941146590544,85.11880913806553,,90140.19389946482,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.717264828638097,1434.7926069991902,70.10339664285723,Moderate,280.0,,,18.783396284710594,Red lateritic and alluvial soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.27720497016935,75.64427988043889,,9913.738550192988,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.882050890768735,1144.8395971649504,58.27503049475041,Good,410.0,,,18.121143402633667,Red sandy loam and lateritic soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.346343934457852,75.67665706048231,,7385.435981839071,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,27.503824139340182,1155.0547079034347,63.09796574815382,Good,410.0,,,15.531574302100543,Red sandy loam and lateritic soil,2023-24,4,True
Rajasthan,Rajasthan,Rajasthan_Banswara,27.024362883314943,74.20929403336916,,6031.473606572281,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.15029095150994,540.6956239329324,27.63938595430093,Moderate,980.0,,,17.173007139652224,Sandy desert and brown loam soil,2022-23,3,True
Odisha,Odisha,Odisha_Raygada,20.994934248198035,85.0867260910589,,73.27656502417355,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.63178000826352,1422.6185895175022,71.20958316510114,Moderate,280.0,,,19.823140806427205,Red lateritic and alluvial soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.79068341364624,75.76556745862634,,858900.0641642311,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.94802984835939,1243.7644870027834,69.58078695393235,Good,620.0,,,12.610844916410855,Deep black and red lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.947429483215597,78.59747751987075,,46056.21436097364,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.40394719381653,1129.6718819461614,56.80385286293499,Good,790.0,,,14.013898209332512,Black cotton and red loamy soil,2022-23,3,True
Odisha,Odisha,Odisha_Sundargarh,20.961071934415074,85.10453686107226,,89969.2709180185,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.322084760405403,1411.0059502779434,67.80068330831132,Moderate,280.0,,,20.085993480747625,Red lateritic and alluvial soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jhabua,22.921923702378546,78.72021317787093,,29008.730771592112,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.569778618472444,1254.1285950756787,54.84487734226535,Good,790.0,,,14.277289531210847,Black cotton and red loamy soil,2022-23,3,True
Rajasthan,Rajasthan,Rajasthan_Banswara,27.011601071251476,74.267075028706,,6035.043752788746,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.768432655317916,520.2694570492426,26.194986987113417,Moderate,980.0,,,16.960901078783447,Sandy desert and brown loam soil,2022-23,3,True
Rajasthan,Rajasthan,Rajasthan_Banswara,26.960513319354924,74.18811506574245,,6408.890955640932,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.972303919178312,513.6595900454794,26.758962758702676,Moderate,980.0,,,17.942593620899792,Sandy desert and brown loam soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Nagpur,19.65624930639512,75.75525144671755,,261996.12446526374,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.070418041470987,1274.9781908537686,69.3502893197898,Good,620.0,,,10.963418025130343,Deep black and red lateritic soil,2023-24,4,True
Odisha,Odisha,Odisha_Kendujhar,20.8566083803308,85.06710883011377,,540415.1416537248,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.979605237012347,1466.8487712929395,71.10184876178708,Moderate,280.0,,,20.246683149610742,Red lateritic and alluvial soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.964829002297822,78.58304651955517,,44080.162271222776,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.676278294484394,1157.0496951434657,58.21690347285936,Good,790.0,,,14.47761072975677,Black cotton and red loamy soil,2022-23,3,True
Telangana,Telangana,,18.117474679051835,78.8967488053475,,5466.493167402462,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,27.220946155542553,943.552783221923,53.81678659453461,Good,510.0,,,13.909552747449522,Red and black mixed soil,2023-24,4,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.752034223661745,75.7580976195583,,473190.0308105671,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,26.405549871904853,1305.870360173092,70.47049477662054,Good,620.0,,,11.453462206971622,Deep black and red lateritic soil,2022-23,3,True
Maharashtra,Maharashtra,Maharashtra_Bhandara,19.790340253438366,75.65068642728617,,772104.4386977257,,"Basaltic laterite, quartzite and metasediments",Deccan Traps / Precambrian gneissic suite,27.34412090917235,1244.6607229650967,72.55486089711219,Good,620.0,,,12.363009247714517,Deep black and red lateritic soil,2023-24,4,True
Telangana,Telangana,,18.14950969598205,79.12220069747879,,5702.383458792187,,"Quartzite, dolomitic sediment and granite-derived weathered mantle",Peninsular gneiss / Cuddapah sediments,26.850688255929317,967.1551990017597,54.32988889037625,Good,510.0,,,16.202700806536146,Red and black mixed soil,2023-24,4,True
Odisha,Odisha,Odisha_Kendujhar,20.841192979773048,85.08111202105107,,581778.2605773469,,"Khondalite, quartzite and iron formation host rocks",Eastern Ghats / Iron Ore Group,26.42842224748643,1424.2494207476784,68.2199585004728,Moderate,280.0,,,19.693880951540045,Red lateritic and alluvial soil,2023-24,4,True
Rajasthan,Rajasthan,Rajasthan_Banswara,27.0342568165092,74.25095629239573,,6582.416435672101,,"Dolomite, limestone and metamorphic carbonate rocks",Aravalli fold belt / Delhi Supergroup,28.804681534450552,530.6781071199382,30.582058110368273,Moderate,980.0,,,18.93538118352911,Sandy desert and brown loam soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.305768581674906,75.73009929275699,,11837.656236193294,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.973642247831076,1215.5726560552846,62.732665867300085,Good,410.0,,,16.0559393501324,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,22.973868656708778,78.5615644518817,,76188.12655605859,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.840222632804302,1153.9745646860583,59.28050656188856,Good,790.0,,,14.419464892853249,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Tumakuru,15.281215554472757,75.65179970106799,,8168.635589458091,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.859315854917643,1069.8893450999042,63.99934803974398,Good,410.0,,,17.46993723094123,Red sandy loam and lateritic soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Jabalpur,23.006781021894763,78.69887994423452,,78208.9707863269,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.429631448256465,1163.6298197357883,62.53487178406452,Good,790.0,,,13.508459173842834,Black cotton and red loamy soil,2022-23,3,True
Karnataka,Karnataka,Karnataka_Davangere,15.34976942839986,75.67510798419539,,37230.97459562796,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.08083354231365,1220.066163040399,61.62282773398798,Good,410.0,,,15.809928327099255,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.998264052524842,78.65541002989791,,924804.176227493,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.662309955392296,1136.7930887290806,58.30308124128792,Good,790.0,,,15.50202925184313,Black cotton and red loamy soil,2023-24,4,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,23.021770582737016,78.71975343264329,,1032127.4019485771,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.452528395620757,1116.674098728795,57.64798051254429,Good,790.0,,,11.813558021249433,Black cotton and red loamy soil,2023-24,4,True
Karnataka,Karnataka,Karnataka_Davangere,15.376503968148556,75.75867588647994,,36606.5543448004,,Serpentinized ultramafic rocks and Dharwar schists,Dharwar Supergroup / peninsular metamorphic belt,26.968117003558483,1119.4802421122686,67.06380935548435,Good,410.0,,,15.647734965050232,Red sandy loam and lateritic soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Chhindwara,22.968808882039923,78.72061648356491,,44437.00471283322,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.01476855751797,1128.9875350396496,56.5231272980394,Good,790.0,,,14.788907883383239,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.969931811966315,78.64595184016729,,751074.2227899249,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.155342351413623,1065.5395959872017,57.08526204887549,Good,790.0,,,14.504444647662469,Black cotton and red loamy soil,2022-23,3,True
Madhya Pradesh,Madhya Pradesh,Madhya_Pradesh_Balaghat,22.909047731629204,78.68364221373027,,995878.3201108077,,"Dolomitic limestone, quartzite and metasediments",Vindhyan / Archaean basement belt,25.63941326959108,1102.4974345851683,55.77183044931127,Good,790.0,,,13.48298577504564,Black cotton and red loamy soil,2023-24,4,True
